iso3,country_name,year,income_group,cptpp_member,cptpp_ratification_year,post_treatment,years_since_treatment,gdp_per_capita_usd,ln_gdp_per_capita,population,ln_population,merch_trade_pct_gdp,fdi_inflows_pct_gdp,health_exp_per_capita_usd,health_exp_pct_gdp,rd_expenditure_pct_gdp,researchers_per_million,scientific_journal_articles,high_tech_exports_usd,patent_apps_resident,patent_apps_nonresident,patent_apps_total,ln_patent_apps_total,ln_patent_resident,ln_patent_nonresident,patent_apps_per_million,patent_resident_per_million,nonresident_share,wipo_pharma_grants,ln_wipo_pharma_grants,wipo_biotech_grants,ln_wipo_biotech_grants,wipo_pharma_bio_grants,pharma_share_total,epo_granted_patents,ln_epo_grants,epo_patent_apps,ln_epo_apps
COL,Colombia,2010,UMC,0,,0,,6398.2958447102,8.763786959626445,44777319.0,17.617212296864682,27.9928133850127,2.24433595561184,452.44281006,7.07130194,0.19358,,3053.85,451119242.0,133.0,1739.0,1872.0,7.534762657037537,4.890349128221754,7.461065514354283,41.80687995187921,2.9702537572649224,0.9289529914529916,0.0,0.0,1.0,0.0,1.0,0.0,,,,
COL,Colombia,2011,UMC,0,,0,,7400.9940695669,8.90936960389555,45259614.0,17.62792566963131,33.1818618215666,4.37269536127322,501.84420776,6.78076792,0.19842,,3380.05,433809511.0,183.0,1770.0,1953.0,7.577121930876679,5.209486152841421,7.478734825567875,43.1510529453477,4.043339830516451,0.9062980030721968,1.0,0.0,3.0,1.0986122886681098,4.0,0.0005120327700972862,,,,
COL,Colombia,2012,UMC,0,,0,,8108.59838244229,9.00068030633393,45715810.0,17.637954747896842,32.1488663121904,4.05728041313345,547.00732422,6.74601603,0.22116,,3956.72,565873207.0,213.0,1848.0,2061.0,7.630946580890459,5.3612921657094255,7.521859252201629,45.08287176799449,4.659219644144991,0.8966521106259098,2.0,0.6931471805599453,3.0,1.0986122886681098,5.0,0.0009704027171276079,,,,
COL,Colombia,2013,UMC,0,,0,,8279.10255642981,9.021489854600407,46151584.0,17.647441841184357,30.940316708748,4.24252457969381,580.96453857,7.01724052,0.25761,58.0547,4325.67,773381766.0,251.0,1781.0,2032.0,7.616775808698373,5.525452939131784,7.484930283289661,44.0288246661263,5.438599897242963,0.8764763779527559,2.0,0.6931471805599453,2.0,0.6931471805599453,4.0,0.000984251968503937,,,,
COL,Colombia,2014,UMC,0,,0,,8187.20824890084,9.010328245586576,46565429.0,17.65636895682362,31.1839603501363,4.24107256687862,588.29449463,7.18553209,0.30317,59.05478,4795.16,762816334.0,260.0,1898.0,2158.0,7.67693714581808,5.560681631015528,7.5485559791698735,46.34339350765994,5.583541386465053,0.8795180722891566,3.0,1.0986122886681098,3.0,1.0986122886681098,6.0,0.0013901760889712697,,,,
COL,Colombia,2015,UMC,0,,0,,6248.51490534512,8.740099099350715,46969940.0,17.66501838059125,30.5796705859612,3.95939854860993,470.099823,7.52338505,0.36542,70.66931,5115.5,823794429.0,321.0,1921.0,2242.0,7.715123603632105,5.771441123130016,7.560601162768557,47.73265624780445,6.834158187129897,0.8568242640499554,5.0,1.6094379124341003,6.0,1.791759469228055,11.0,0.0022301516503122213,,,,
COL,Colombia,2016,UMC,0,,0,,5959.84250367574,8.692799334152472,47437512.0,17.67492386608452,27.1102054372515,4.90164572903473,448.84588623,7.53117037,0.27051,91.2603,5994.92,766933461.0,545.0,1658.0,2203.0,7.697575346802343,6.300785794663244,7.41336733569524,46.44004095324392,11.488798147761209,0.7526100771674988,4.0,1.3862943611198906,4.0,1.3862943611198906,8.0,0.0018157058556513845,7.0,1.9459101490553132,,
COL,Colombia,2017,UMC,0,,0,,6479.53231292429,8.77640361281022,48131078.0,17.689438638701436,26.6052622479582,4.3931823276543,497.54016113,7.67864323,0.26109,90.24729,6280.16,692527611.0,595.0,1777.0,2372.0,7.771488760117616,6.38856140554563,7.482681828154651,49.28208755266192,12.362075081717473,0.7491568296795953,10.0,2.302585092994046,5.0,1.6094379124341003,15.0,0.0042158516020236085,7.0,1.9459101490553132,,
COL,Colombia,2018,UMC,0,,0,,6816.96818309544,8.827170104063562,49024465.0,17.707830017187547,27.829891053653,3.38083573220188,526.11828613,7.71777487,0.31233,,6922.39,603548552.0,415.0,1808.0,2223.0,7.706612913964197,6.028278520230698,7.4999765409521215,45.34470697436473,8.465161221035252,0.8133153396311291,10.0,2.302585092994046,3.0,1.0986122886681098,13.0,0.00449842555105713,5.0,1.6094379124341003,,
COL,Colombia,2019,UMC,0,,0,,6472.54544924705,8.77532473350093,49907985.0,17.725691567959988,28.5396138086659,4.33058240931506,507.06231689,7.83404827,0.32201,,7968.21,753154204.0,422.0,1735.0,2157.0,7.676473646389156,6.045005314036012,7.45876269238096,43.219536913782434,8.455560768482238,0.8043579044969865,9.0,2.1972245773362196,4.0,1.3862943611198906,13.0,0.004172461752433936,13.0,2.5649493574615367,,
COL,Colombia,2020,UMC,0,,0,,5339.68711357943,8.582922337274953,50629997.0,17.740054784692685,27.5559299900549,2.7588942895314,464.41998291,8.69751263,0.2894,,8888.34,689647169.0,369.0,1752.0,2121.0,7.659642954564682,5.910796644040527,7.468513271496337,41.89216128138423,7.288169501570383,0.826025459688826,9.0,2.1972245773362196,1.0,0.0,10.0,0.004243281471004243,7.0,1.9459101490553132,,
COL,Colombia,2021,UMC,0,,0,,6222.62164397614,8.735946583102677,51188173.0,17.751019067232278,31.8305052181806,3.00175693787234,568.84130859,9.14150524,,,9491.15,735066988.0,432.0,1855.0,2287.0,7.734996194022781,6.068425588244111,7.525639975041535,44.67828926029456,8.439449479863248,0.8111062527328378,6.0,1.791759469228055,4.0,1.3862943611198906,10.0,0.0026235242675994755,9.0,2.1972245773362196,,
COL,Colombia,2022,UMC,0,,0,,6680.44506854481,8.806939891338876,51737944.0,17.76170199678534,38.8887048469052,4.97124137726565,507.07064819,7.59037256,,,9305.41,885893553.0,,,,,,,,,,2.0,0.6931471805599453,2.0,0.6931471805599453,4.0,,7.0,1.9459101490553132,,
COL,Colombia,2023,UMC,0,,0,,7012.49169137756,8.855448364999955,52321152.0,17.77291128321944,30.6191051291583,4.57716748279263,571.15496826,8.15838146,,,9183.73,873209016.0,,,,,,,,,,1.0,0.0,2.0,0.6931471805599453,3.0,,5.0,1.6094379124341003,,
COL,Colombia,2024,UMC,0,,0,,7951.08624019412,8.981063832301487,52886363.0,17.783656075315644,27.0316075568502,3.25416050189283,644.30908203,8.14139366,,,,955977281.0,,,,,,,,,,3.0,1.0986122886681098,1.0,0.0,4.0,,4.0,1.3862943611198906,,
DEU,Germany,2005,HIC,0,,0,,35084.4363546269,10.465512902419162,82469422.0,18.227938140175787,60.4130474777877,2.06799391408494,3544.56616211,10.1068058,2.40266,3315.75626,83684.8,,48367.0,11855.0,60222.0,11.005793013041854,10.78657304197918,9.380504998499504,730.234292171952,586.484042533971,0.1968549699445385,1486.0,7.303843225277705,707.0,6.561030665896573,2193.0,0.02467536780578526,,,,
DEU,Germany,2006,HIC,0,,0,,36980.3349948954,10.518141563712833,82376451.0,18.22681016519934,66.1387654016462,2.87049561649648,3681.3659668,9.96236897,2.43043,3411.78697,85556.91,,48012.0,12573.0,60585.0,11.011802616665625,10.779206258645235,9.439306936593182,735.4650420664517,582.8364710686553,0.2075266154988858,1616.0,7.38770923908104,833.0,6.725033642166843,2449.0,0.026673268960963933,,,,
DEU,Germany,2007,HIC,0,,0,,42350.9217211489,10.653745464215234,82266372.0,18.22547297947333,68.2020190158597,1.4594247021417,4162.6875,9.83482933,2.41918,3573.67338,88428.04,169568705000.0,47853.0,13139.0,60992.0,11.018497987013872,10.775889090840558,9.483340185641822,741.3964967362363,581.6836070028711,0.2154216946484785,1533.0,7.334981878871814,772.0,6.648984550024776,2305.0,0.02513444386149003,,,,
DEU,Germany,2008,HIC,0,,0,,46379.1647953479,10.744605602785107,82110097.0,18.22357155102637,69.09404903256,0.81284475683707,4647.31005859,10.03185749,2.57152,3726.67445,91145.74,183092780221.0,49240.0,13177.0,62417.0,11.041592953151037,10.80446158029839,9.486228164545253,760.1622977013412,599.6826431711559,0.2111123572103753,1632.0,7.397561535524052,826.0,6.716594773520978,2458.0,0.026146722847942068,,,,
DEU,Germany,2009,HIC,0,,0,,42471.8868625226,10.656597650446685,81902307.0,18.22103771692474,58.8288406802566,1.63004671127687,4655.171875,10.97003078,2.68864,3916.78276,94182.88,158722553273.0,47859.0,11724.0,59583.0,10.9951255774669,10.776014466969109,9.369393301830783,727.488665246023,584.3425143079303,0.1967675343638286,1669.0,7.419979923661835,870.0,6.76849321164863,2539.0,0.028011345518016883,,,,
DEU,Germany,2010,HIC,0,,0,,42396.9665976293,10.65483209615202,81776930.0,18.219505732455367,66.734220465645,2.48154528887853,4592.07128906,10.8311739,2.67632,4056.42386,96129.0,179620897366.0,47047.0,12198.0,59245.0,10.98943666725084,10.75890238102528,9.4090272828564,724.4708256961957,575.3089532708063,0.2058907924719385,1742.0,7.462789157412448,894.0,6.795705775173514,2636.0,0.029403325175120263,,,,
DEU,Germany,2011,HIC,0,,0,,47630.9761883572,10.771238588826478,80274983.0,18.2009685861678,71.3691617488637,2.55089499875415,5016.23583984,10.52106953,2.75016,4191.51741,99232.97,202328061352.0,46986.0,12458.0,59444.0,10.99278997187846,10.757604963978991,9.430118265814093,740.5046725453683,585.3131105614809,0.2095753986945696,1753.0,7.469083884921234,959.0,6.8658910748834385,2712.0,0.02948994011170177,,,,
DEU,Germany,2012,HIC,0,,0,,44718.0159214069,10.708131740149913,80425823.0,18.20284586417347,71.0684531004814,1.8196411156431,4744.87011719,10.59356213,2.82499,4355.567,103761.07,202541990943.0,46620.0,14720.0,61340.0,11.024187437668242,10.749784912589748,9.596962392282869,762.6903612786158,579.6645686796392,0.2399739158787088,1784.0,7.486613313139955,967.0,6.874198495453294,2751.0,0.029083795239647863,,,,
DEU,Germany,2013,HIC,0,,0,,47206.8353514242,10.762293977856173,80645605.0,18.205574866320283,68.9856470567479,1.76515036525359,5080.62402344,10.7432127,2.78067,4380.38742,104396.2,209304933980.0,47353.0,15814.0,63167.0,11.05353729186744,10.765385454579738,9.668650902630873,783.2664904677695,587.1739693688205,0.2503522408852723,1871.0,7.534228326274089,1035.0,6.942156705699469,2906.0,0.029619896464926306,,,,
DEU,Germany,2014,HIC,0,,0,,48959.5991203133,10.798750729250589,80982500.0,18.209743639911967,68.1335453293576,0.437762571704246,5287.34423828,10.76819706,2.82218,4336.01915,105531.83,215660926664.0,48154.0,17811.0,65965.0,11.096879577317877,10.782159487503774,9.787571522938784,814.5587009539098,594.6222949402649,0.2700068217994391,1844.0,7.519692404116539,1038.0,6.945051063725834,2882.0,0.027954218145986507,,,,
DEU,Germany,2015,HIC,0,,0,,41929.7549110722,10.643750994955075,81686611.0,18.21840066635147,69.4093104548607,1.82239938063641,4605.59033203,10.92317677,2.87725,4755.29531,106776.31,199465124309.0,47384.0,19509.0,66893.0,11.11084960686006,10.7660398979568,9.878631176537262,818.8979709294098,580.0705821912479,0.2916448656810129,1716.0,7.447751280047908,1154.0,7.050989447068045,2870.0,0.025652908376063266,,,,
DEU,Germany,2016,HIC,0,,0,,42948.9381932694,10.667767205180605,82348669.0,18.22647285173721,67.5664210244945,1.64365840117303,4723.32421875,10.97133732,2.88393,4839.84645,108936.51,205114885619.0,48480.0,19419.0,67899.0,11.125776585897835,10.788906620743196,9.87400724721362,824.5306308472333,588.7162547824544,0.2859983210356559,1799.0,7.4949862339505335,1167.0,7.062191632286556,2966.0,0.026495235570479683,18728.0,9.837775009170747,,
DEU,Germany,2017,HIC,0,,0,,45553.9341495339,10.726652268871367,82657002.0,18.230210097336165,69.3453961084741,2.88914588414184,5039.35302734,11.05091095,2.9886,5058.39528,109775.28,195727088512.0,47785.0,19927.0,67712.0,11.123018695777915,10.77446706170028,9.899830875032585,819.1925470512468,578.111942651876,0.2942905245746692,1788.0,7.488852955733459,1106.0,7.00850518208228,2894.0,0.02640595463137996,18813.0,9.842303399211131,,
DEU,Germany,2018,HIC,0,,0,,48916.1686612154,10.797863268279754,82905782.0,18.233215364356088,70.1501380731818,4.00082875273687,5473.55712891,11.18380833,3.05057,5209.2143,109110.06,209762237943.0,46617.0,21281.0,67898.0,11.125761858031977,10.749720560454843,9.965569934832672,818.9778609168658,562.2888883672794,0.3134260213850187,1540.0,7.3395376954076745,1162.0,7.057897937411856,2702.0,0.022681080444195704,20804.0,9.942900554892963,,
DEU,Germany,2019,HIC,0,,0,,47656.199739747,10.771768010581992,83092962.0,18.23547056309821,68.7743018854817,1.9056930139782,5447.31787109,11.42805386,3.11256,5398.63462,110381.76,208177564289.0,46632.0,20802.0,67434.0,11.118904620746322,10.750042279725388,9.94280441491308,811.5488770276356,561.202764681803,0.3084794020820358,1570.0,7.358830898342354,1128.0,7.028201432058005,2698.0,0.023282023904855117,21198.0,9.9616621165872,,
DEU,Germany,2020,HIC,0,,0,,47394.8734504469,10.766269346780126,83160871.0,18.23628749468471,64.8073191224544,4.48523547812751,5906.80615234,12.46780777,3.0897,5390.05249,109197.76,182393711293.0,42260.0,19845.0,62105.0,11.036581779978292,10.651596291170048,9.895707365217168,746.8055499322512,508.1716856957883,0.3195394895741084,1416.0,7.255591274253665,1156.0,7.052721049232323,2572.0,0.022800096610578857,20056.0,9.90628363983813,,
DEU,Germany,2021,HIC,0,,0,,52349.2459994422,10.865692813127952,83196078.0,18.236710765257264,69.7735523112544,2.93002168676674,6653.58349609,12.72403336,3.0786,5520.57631,117127.47,211942359477.0,39822.0,18747.0,58569.0,10.977960825350912,10.59217480237398,9.838789018597192,703.987512488269,478.6523710889352,0.3200840034830712,1421.0,7.259116128097101,1181.0,7.074116816197362,2602.0,0.02426198159435879,16507.0,9.71153981234754,,
DEU,Germany,2022,HIC,0,,0,,50506.5179638543,10.829857675525991,83177813.0,18.236491199555413,77.6023364738259,1.82269397984058,6226.14208984,12.44708347,3.07096,5801.62324,112300.79,245975238590.0,,,,,,,,,,1173.0,7.067319848653476,1043.0,6.949856455000773,2216.0,,12563.0,9.438511265004419,,
DEU,Germany,2023,HIC,0,,0,,54776.7668235491,10.911021419964433,83287273.0,18.23780631035019,69.4811881622081,1.99210813981277,6394.62255859,11.74428654,3.1539,5926.07432,108782.34,260043024452.0,,,,,,,,,,1130.0,7.029972911706386,1025.0,6.932447891572509,2155.0,,15012.0,9.616605160254911,,
DEU,Germany,2024,HIC,0,,0,,56103.7323182554,10.934957619034956,83516593.0,18.24055588864204,65.9588077426912,1.33680512940413,6849.26367188,12.26655293,,,,246637611895.0,,,,,,,,,,1064.0,6.96979066990159,877.0,6.776506992372183,1941.0,,15541.0,9.651236971915612,,
ESP,Spain,2005,HIC,0,,0,,26450.9530130382,10.183047467376038,43653155.0,17.59178611713384,41.6942521039551,2.44941913037175,2074.33081055,7.77807474,1.09866,2516.19827,35806.51,,3040.0,313.0,3353.0,8.117610746466228,8.019612794400267,5.746203190540153,76.8100266750479,69.63986909995394,0.0933492394870265,165.0,5.10594547390058,104.0,4.6443908991413725,269.0,0.049209662988368624,,,,
ESP,Spain,2006,HIC,0,,0,,28421.686527407,10.25490774286739,44397319.0,17.60868964269645,42.9856500943597,2.80982337619077,2256.68066406,7.87072468,1.17567,2613.24064,39136.41,,3111.0,316.0,3427.0,8.139440521874608,8.042699496897637,5.755742213586912,77.18934559989985,70.07179870478215,0.0922089290925007,197.0,5.2832037287379885,82.0,4.406719247264253,279.0,0.05748468047855267,,,,
ESP,Spain,2007,HIC,0,,0,,32652.015594702,10.393661866174403,45226803.0,17.62720045578097,43.5144486274745,4.7599135539395,2625.55664063,7.96241188,1.23823,2720.22197,41935.29,10520143620.0,3267.0,265.0,3532.0,8.16961956172385,8.09162741160107,5.579729825986222,78.09528345392886,72.2359261166437,0.0750283125707814,220.0,5.393627546352362,79.0,4.3694478524670215,299.0,0.0622876557191393,,,,
ESP,Spain,2008,HIC,0,,0,,35603.248328071,10.480192157848068,45954106.0,17.643153760771607,42.9245993016462,4.36076294618522,3019.7578125,8.4290638,1.32156,2850.35985,43683.36,11253501247.0,3632.0,252.0,3884.0,8.264620829411216,8.197538739721184,5.529429087511423,84.51910695422951,79.03537498912502,0.0648815653964984,231.0,5.442417710521793,74.0,4.30406509320417,305.0,0.05947476828012358,,,,
ESP,Spain,2009,HIC,0,,0,,32279.8208476151,10.382197572418518,46362946.0,17.65201112057734,34.7828622382978,0.505306851587762,2962.48266602,9.1530304,1.35898,2876.51477,46669.4,10376050434.0,3596.0,207.0,3803.0,8.24354550792826,8.18757739559151,5.332718793265369,82.02671158989767,77.56193922620879,0.0544307125953194,252.0,5.529429087511423,125.0,4.8283137373023015,377.0,0.06626347620299763,,,,
ESP,Spain,2010,HIC,0,,0,,30658.7422282912,10.330673128371387,46576897.0,17.65661520362785,40.7169780626823,2.51885825626411,2816.84350586,9.16992569,1.35436,2879.99747,48292.23,11505353187.0,3566.0,213.0,3779.0,8.237214703349489,8.179199798423086,5.3612921657094255,81.13464492922317,76.56156226980943,0.0563641174913998,334.0,5.811140992976701,175.0,5.1647859739235145,509.0,0.08838317015083355,,,,
ESP,Spain,2011,HIC,0,,0,,31824.6219134777,10.367995543181516,46742697.0,17.660168587592565,45.9244012540875,1.73938048405349,2938.18041992,9.21749687,1.32726,2775.30203,51182.7,13556130443.0,3430.0,196.0,3626.0,8.195885391314796,8.140315540159985,5.278114659230517,77.57361540349287,73.38044700330406,0.054054054054054,308.0,5.730099782973574,189.0,5.241747015059643,497.0,0.08494208494208494,,,,
ESP,Spain,2012,HIC,0,,0,,28456.4438151477,10.25612991004686,46773055.0,17.66081784721818,47.527457992578,1.44631700014204,2620.84204102,9.2189045,1.29268,2693.39973,53300.35,13769965368.0,3266.0,209.0,3475.0,8.153349757998892,8.09132127353041,5.342334251964811,74.29491188890697,69.82652726019286,0.0601438848920863,322.0,5.7745515455444085,170.0,5.135798437050262,492.0,0.09266187050359712,,,,
ESP,Spain,2013,HIC,0,,0,,29228.846559842,10.28291139649337,46604197.0,17.657201159418005,48.3363177847654,3.4608559063245,2664.48339844,9.13714981,1.26864,2623.64689,53214.96,14480413179.0,3026.0,218.0,3244.0,8.084562415235304,8.014996894348302,5.384495062789089,69.6074647525844,64.92977445786697,0.0672009864364981,355.0,5.872117789475416,176.0,5.170483995038151,531.0,0.10943279901356351,,,,
ESP,Spain,2014,HIC,0,,0,,29707.765509467,10.299163755580002,46460733.0,17.654118062194566,49.5124573666613,2.31642230011085,2716.5793457,9.1512289,1.23401,2614.44648,54348.74,14666986404.0,2953.0,225.0,3178.0,8.064007347096661,7.990576881743923,5.41610040220442,68.40184807243571,63.55904888543192,0.0707992448080553,355.0,5.872117789475416,190.0,5.247024072160486,545.0,0.1117054751415985,,,,
ESP,Spain,2015,HIC,0,,0,,25982.4416197775,10.16517626655454,46422303.0,17.653290569816026,49.2573660793898,1.97131692755332,2383.85302734,9.17553329,1.21165,2622.53289,53300.4,13111339617.0,2799.0,221.0,3020.0,8.013012110368916,7.937017489515454,5.3981627015177525,65.05493706333355,60.2942943179704,0.0731788079470198,371.0,5.916202062607435,195.0,5.272999558563747,566.0,0.1228476821192053,,,,
ESP,Spain,2016,HIC,0,,0,,26755.6061149398,10.19449930475678,46458139.0,17.65406222854216,48.3422707782042,3.61722479660389,2378.13598633,8.88084984,1.1808,2712.74943,53890.2,15601713039.0,2745.0,177.0,2922.0,7.980023592310645,7.917536353943631,5.176149732573829,62.89533035320248,59.085448945770295,0.0605749486652977,396.0,5.981414211254481,183.0,5.209486152841421,579.0,0.13552361396303902,752.0,6.62273632394984,,
ESP,Spain,2017,HIC,0,,0,,28381.3425596906,10.253487256138124,46571232.0,17.656493569407864,50.8046092446811,2.54039212306223,2564.55834961,9.0217495,1.20198,2847.3656,53940.53,14946962289.0,2167.0,176.0,2343.0,7.759187438507795,7.681099001536359,5.170483995038151,50.310028302450746,46.5308712468676,0.0751173708920187,379.0,5.937536205082426,168.0,5.123963979403259,547.0,0.16175842936406318,805.0,6.690842277418564,,
ESP,Spain,2018,HIC,0,,0,,30602.4212881113,10.328834411872553,46782011.0,17.661009306652936,51.5013937272925,4.46748509754483,2784.16308594,9.07122517,1.23288,2984.29629,54675.87,15484719194.0,1525.0,149.0,1674.0,7.422971251049421,7.329749689041512,5.003946305945459,35.78298504525596,32.59800011589925,0.0890083632019115,369.0,5.910796644040527,181.0,5.198497031265826,550.0,0.22043010752688172,964.0,6.871091294610546,,
ESP,Spain,2019,HIC,0,,0,,29786.5245689007,10.301811374547729,47118501.0,17.668176284407693,50.3576643446257,2.16052375036307,2756.62109375,9.21539497,1.24207,3048.15265,57221.5,15037416553.0,1288.0,159.0,1447.0,7.277247726631484,7.160845906664299,5.068904202220232,30.70980547534821,27.335334797683824,0.1098825155494125,344.0,5.840641657373398,155.0,5.043425116919247,499.0,0.2377332411886662,927.0,6.831953565565855,,
ESP,Spain,2020,HIC,0,,0,,27233.9426461608,10.21221936571773,47359424.0,17.673276386303904,49.1949877035219,2.92165980781023,2942.41943359,10.79479218,1.39637,3051.64642,60134.98,15726202393.0,1431.0,124.0,1555.0,7.349230824613334,7.266128779556451,4.820281565605037,32.83401419746997,30.21573911034053,0.0797427652733119,285.0,5.652489180268651,137.0,4.919980925828125,422.0,0.1832797427652733,909.0,6.812345094177479,,
ESP,Spain,2021,HIC,0,,0,,30799.4775937775,10.335253007576831,47443821.0,17.675056853255118,54.7251866532511,4.42272902452136,3188.8515625,10.34419918,1.39617,3229.64887,63622.32,23457225215.0,1308.0,126.0,1434.0,7.268223021159565,7.176254532017144,4.836281906951478,30.22522153095553,27.569448927817174,0.0878661087866108,298.0,5.697093486505405,135.0,4.90527477843843,433.0,0.20781032078103207,795.0,6.678342114654332,,
ESP,Spain,2022,HIC,0,,0,,30319.4987196616,10.319546306626943,47786102.0,17.68224540204672,62.7891490901118,4.65609043363165,2948.61474609,9.6799593,1.40684,3387.49657,61269.93,33298624237.0,,,,,,,,,,274.0,5.6131281063880705,123.0,4.812184355372417,397.0,,591.0,6.3818160174060985,,
ESP,Spain,2023,HIC,0,,0,,33493.2225409111,10.419098385133672,48352528.0,17.694029063915565,55.1018171627613,2.89981565316893,3106.62011719,9.2206583,1.49362,3653.80306,60303.76,25806027599.0,,,,,,,,,,273.0,5.60947179518496,120.0,4.787491742782046,393.0,,1004.0,6.911747300251674,,
ESP,Spain,2024,HIC,0,,0,,35326.7683069278,10.472396264528529,48848840.0,17.7042411900094,52.6076903771003,2.47896679493344,,,,,,23796613238.0,,,,,,,,,,231.0,5.442417710521793,115.0,4.74493212836325,346.0,,913.0,6.816735880594968,,
FRA,France,2005,HIC,0,,0,,34696.3718316971,10.454390402304016,63180854.0,17.961511870182598,44.137198075067,3.8837306583925,3575.02514648,10.23720551,2.05599,3297.84746,57905.0,,14327.0,2948.0,17275.0,9.757015648635871,9.569901147893372,7.988882253309227,273.4214387162288,226.7617338632365,0.1706512301013024,996.0,6.903747257584598,416.0,6.030685260261263,1412.0,0.05765557163531115,,,,
FRA,France,2006,HIC,0,,0,,36431.5658906555,10.503190872626895,63622342.0,17.968475255930883,44.7734681295828,3.40646118259263,3811.55175781,10.39764977,2.05331,3405.181,60693.39,,14529.0,2720.0,17249.0,9.755509449764627,9.583901931071338,7.908387159290043,271.1154518643781,228.3631746847672,0.1576903008870079,1070.0,6.975413927455952,441.0,6.089044875446846,1511.0,0.062032581598933274,,,,
FRA,France,2007,HIC,0,,0,,41486.1907828787,10.633115898624697,64016890.0,17.974657512756817,44.8251155672969,3.15449449926763,4312.31054688,10.33418846,2.02815,3563.56539,61455.44,85956078923.0,14722.0,2387.0,17109.0,9.747359919824648,9.59709825261865,7.77779262633883,267.2575940505701,229.97055933207625,0.1395172131626629,1013.0,6.920671504248683,450.0,6.1092475827643655,1463.0,0.05920860365889298,,,,
FRA,France,2008,HIC,0,,0,,45464.8181385158,10.724694078119368,64375116.0,17.980237718888297,45.5457721823154,2.32326700027606,4807.37451172,10.51340675,2.06363,3636.48425,64067.01,98888839634.0,14658.0,1761.0,16419.0,9.706194479812028,9.592741540485797,7.473637108496206,255.0519675956778,227.69667708249256,0.107253791339302,1016.0,6.923628628138427,412.0,6.021023349349527,1428.0,0.0618795298130215,,,,
FRA,France,2009,HIC,0,,0,,41728.0884164132,10.638929764159013,64706436.0,17.98537122902155,38.7268375222284,0.682311492843145,4737.578125,11.29095459,2.21273,3722.99987,66255.51,88002941740.0,14100.0,1593.0,15693.0,9.66097003203872,9.55393007636626,7.373374309910049,242.5261066766218,217.9072264156227,0.1015102274899636,994.0,6.901737206656574,424.0,6.049733455231958,1418.0,0.06334034282801249,,,,
FRA,France,2010,HIC,0,,0,,40694.8211697025,10.61385611934683,65026211.0,17.99030099273188,42.8850473313804,1.46961673029144,4593.66308594,11.22430801,2.17771,3849.5934,66841.36,105353015788.0,14748.0,1832.0,16580.0,9.715952428689286,9.598862759354034,7.513163545234075,254.9741057494492,226.80085112140395,0.1104945717732207,1166.0,7.061334366910438,475.0,6.163314804034641,1641.0,0.07032569360675513,,,,
FRA,France,2011,HIC,0,,0,,43929.7840873812,10.690347822033576,65340830.0,17.99512766684195,45.8645860070991,1.54005293306163,4936.95605469,11.17601013,2.18761,3920.65709,68818.9,112010151896.0,14655.0,2099.0,16754.0,9.726392314713754,9.592536853144992,7.649216319820633,256.40935384506133,224.2854888742613,0.1252835143846245,1219.0,7.105786129481271,502.0,6.218600119691729,1721.0,0.07275874418049422,,,,
FRA,France,2012,HIC,0,,0,,40863.5814412333,10.617994516053528,65657659.0,17.9999648160363,46.3331983710335,1.22790071519382,4659.92431641,11.33749485,2.22761,4052.17043,70407.27,114180529053.0,14540.0,2092.0,16632.0,9.71908382953785,9.58465875108751,7.645875825184813,253.31393554558505,221.4516968995194,0.1257816257816257,1432.0,7.266827347520591,572.0,6.349138991379798,2004.0,0.0860990860990861,,,,
FRA,France,2013,HIC,0,,0,,42669.1795111893,10.661232147292914,65997932.0,18.00513396616647,44.8293753151394,1.18823404938295,4884.71582031,11.37891197,2.23369,4133.56261,71475.21,118820854036.0,14690.0,2196.0,16886.0,9.734240155229443,9.594922269167922,7.694392802629421,255.8565016855377,222.5827318346884,0.1300485609380552,1509.0,7.319202458767849,638.0,6.45833828334479,2147.0,0.0893639701527893,,,,
FRA,France,2014,HIC,0,,0,,43148.0459288416,10.672392409943663,66312067.0,18.009882444628186,43.967360627144,0.176974174772525,5007.29736328,11.57935429,2.27173,4210.03605,71223.41,120716756777.0,14500.0,2033.0,16533.0,9.713113662551343,9.581903928408666,7.617267813628347,249.32113788580892,218.663067764122,0.1229661888344523,1392.0,7.238496840894365,617.0,6.424869023905388,2009.0,0.08419524587189257,,,,
FRA,France,2015,HIC,0,,0,,36702.4323733379,10.510598309049092,66548272.0,18.013438137028768,44.0953652658232,1.76596182973896,4226.62646484,11.50032997,2.22401,4310.70957,70877.24,109712844802.0,14306.0,1994.0,16300.0,9.698920386794851,9.56843430866833,7.597897950521784,244.93498493845192,214.97177267052103,0.1223312883435582,1243.0,7.1252830915107115,733.0,6.597145701886651,1976.0,0.07625766871165644,,,,
FRA,France,2016,HIC,0,,0,,37024.2157133669,10.5193274562882,66724104.0,18.01607682491442,43.2655725088974,1.44200321416196,4289.34716797,11.57036018,2.22468,4392.04699,70242.04,108836528649.0,14206.0,2012.0,16218.0,9.693877015504505,9.561419689557756,7.60688453121963,243.0605887191831,212.90656821708689,0.1240596867677888,1310.0,7.177782416195197,821.0,6.710523109452428,2131.0,0.08077444814403749,7032.0,8.858226439365012,,
